iobj iorder X Lambda Mask
013 01 1580.450 6286.0453 0
013 01 1597.220 6287.2554 1
013 01 1627.870 6289.4882 1
013 01 1651.270 6291.1915 1
013 01 1663.480 6292.0601 0
013 01 1674.800 6292.8909 1
013 01 1679.640 6293.2424 1
013 01 1730.200 6296.8722 1
013 01 1759.050 6298.9027 0
013 01 1787.110 6300.9165 1
013 01 1793.900 6301.4128 0
013 01 1820.190 6303.2507 1
013 01 1834.310 6304.2423 1
013 01 1883.090 6307.6570 1
013 01 1904.660 6309.1600 1
013 01 1928.410 6310.8101 1
013 01 2000.800 6315.7750 1
013 01 2021.500 6317.1824 1
014 01   50.610 6161.3534 1
014 01   86.000 6164.4796 1
014 01  146.590 6169.8221 1
014 01  174.570 6172.2778 1
014 01  183.970 6173.0964 1
014 01  245.060 6178.4315 1
014 01  271.180 6180.7050 1
014 01  293.300 6182.6217 1
014 01  357.030 6188.1251 1
014 01  401.070 6191.9053 1
014 01  423.770 6193.8563 0
014 01  475.120 6198.2227 1
014 01  501.210 6200.4325 1
014 01  509.140 6201.1002 1
014 01  537.370 6203.4925 1
014 01  565.490 6205.8599 1
014 01  581.610 6207.2201 1
014 01  599.220 6208.6869 1
014 01  644.970 6212.5031 0
014 01  686.060 6215.9383 1
014 01  735.350 6220.0112 1
014 01  751.290 6221.3192 1
014 01  790.320 6224.5272 1
014 01  812.840 6226.3697 1
014 01  894.040 6232.9745 1
014 01  917.400 6234.8554 1
014 01  977.890 6239.7121 1
014 01  993.440 6240.9536 1
014 01 1020.640 6243.1201 1
014 01 1044.970 6245.0409 1
014 01 1052.140 6245.6182 1
014 01 1059.240 6246.1736 1
014 01 1202.780 6257.4237 1
014 01 1218.030 6258.6068 1
014 01 1249.930 6261.0642 1
014 01 1254.470 6261.4181 1
014 01 1309.740 6265.6036 0
014 01 1316.240 6266.1737 0
014 01 1342.870 6268.2001 0
014 01 1387.280 6271.5444 1
014 01 1421.510 6274.1166 1
014 01 1448.890 6276.1646 1
014 01 1463.240 6277.2385 1
014 01 1488.940 6279.1666 0
014 01 1572.000 6285.2780 1
014 01 1582.050 6286.0453 0
014 01 1598.950 6287.2554 1
014 01 1629.580 6289.4882 1
014 01 1652.990 6291.1915 1
014 01 1665.050 6292.0601 1
014 01 1676.570 6292.8909 1
014 01 1681.330 6293.2424 1
014 01 1732.040 6296.8722 1
014 01 1760.950 6298.9027 0
014 01 1788.980 6300.9165 1
014 01 1795.740 6301.4128 0
014 01 1822.030 6303.2507 1
014 01 1836.060 6304.2423 1
014 01 1885.010 6307.6570 1
014 01 1906.620 6309.1600 1
014 01 1930.200 6310.8101 0
014 01 2002.730 6315.7750 1
014 01 2023.430 6317.1824 1
015 01    4.870 6157.0878 1
015 01   52.960 6161.3534 1
015 01   88.410 6164.4796 1
015 01  149.080 6169.8221 1
015 01  152.830 6170.1740 0
015 01  177.110 6172.2778 1
015 01  186.490 6173.0964 1
015 01  247.560 6178.4315 1
015 01  273.700 6180.7050 1
015 01  295.830 6182.6217 1
015 01  359.610 6188.1251 1
015 01  403.690 6191.9053 1
015 01  426.550 6193.8563 1
015 01  477.820 6198.2227 1
015 01  503.950 6200.4325 1
015 01  511.850 6201.1002 1
015 01  540.150 6203.4925 1
015 01  568.300 6205.8599 1
015 01  584.470 6207.2201 1
015 01  601.960 6208.6869 1
015 01  647.730 6212.5031 1
015 01  688.970 6215.9383 1
015 01  738.340 6220.0112 1
015 01  754.320 6221.3192 0
015 01  793.320 6224.5272 1
015 01  815.780 6226.3697 1
015 01  897.190 6232.9745 1
015 01  920.490 6234.8554 1
015 01  981.040 6239.7121 1
015 01  996.540 6240.9536 1
015 01 1023.810 6243.1201 1
015 01 1048.080 6245.0409 1
015 01 1055.390 6245.6182 1
015 01 1206.150 6257.4237 1
015 01 1221.400 6258.6068 1
015 01 1253.330 6261.0642 1
015 01 1257.860 6261.4181 1
015 01 1390.740 6271.5444 0
015 01 1425.100 6274.1166 1
015 01 1452.450 6276.1646 1
015 01 1466.830 6277.2385 1
015 01 1492.650 6279.1666 1
015 01 1575.670 6285.2780 1
015 01 1585.820 6286.0453 0
015 01 1602.690 6287.2554 1
015 01 1633.380 6289.4882 1
015 01 1656.790 6291.1915 1
015 01 1668.800 6292.0601 1
015 01 1680.430 6292.8909 1
015 01 1685.270 6293.2424 1
015 01 1735.910 6296.8722 1
015 01 1764.660 6298.9027 0
015 01 1792.990 6300.9165 0
015 01 1799.590 6301.4128 0
015 01 1825.960 6303.2507 1
015 01 1840.040 6304.2423 1
015 01 1889.090 6307.6570 1
015 01 1910.590 6309.1600 1
015 01 1934.500 6310.8101 1
015 01 2007.080 6315.7750 1
015 01 2027.760 6317.1824 1
016 01    6.040 6157.0878 1
016 01   54.120 6161.3534 1
016 01   89.560 6164.4796 1
016 01  150.260 6169.8221 1
016 01  153.970 6170.1740 0
016 01  178.280 6172.2778 1
016 01  187.640 6173.0964 1
016 01  248.750 6178.4315 1
016 01  274.920 6180.7050 1
016 01  297.090 6182.6217 1
016 01  360.860 6188.1251 1
016 01  404.990 6191.9053 1
016 01  427.790 6193.8563 1
016 01  479.140 6198.2227 1
016 01  505.270 6200.4325 1
016 01  513.120 6201.1002 1
016 01  541.430 6203.4925 1
016 01  569.590 6205.8599 1
016 01  585.740 6207.2201 1
016 01  603.320 6208.6869 1
016 01  649.140 6212.5031 0
016 01  690.350 6215.9383 1
016 01  739.680 6220.0112 1
016 01  755.590 6221.3192 1
016 01  794.680 6224.5272 1
016 01  817.270 6226.3697 1
016 01  898.580 6232.9745 1
016 01  921.940 6234.8554 1
016 01  982.530 6239.7121 1
016 01  998.100 6240.9536 1
016 01 1025.340 6243.1201 1
016 01 1049.710 6245.0409 0
016 01 1056.740 6245.6182 0
016 01 1207.710 6257.4237 1
016 01 1223.020 6258.6068 1
016 01 1254.890 6261.0642 1
016 01 1259.530 6261.4181 1
016 01 1392.560 6271.5444 1
016 01 1426.810 6274.1166 1
016 01 1454.220 6276.1646 1
016 01 1468.590 6277.2385 1
016 01 1494.140 6279.1666 0
016 01 1577.530 6285.2780 1
016 01 1587.670 6286.0453 0
016 01 1604.580 6287.2554 1
016 01 1635.250 6289.4882 1
016 01 1658.710 6291.1915 1
016 01 1670.660 6292.0601 1
016 01 1682.270 6292.8909 1
016 01 1687.090 6293.2424 1
016 01 1737.820 6296.8722 1
016 01 1766.720 6298.9027 0
016 01 1794.900 6300.9165 1
016 01 1801.710 6301.4128 0
016 01 1827.940 6303.2507 1
016 01 1842.120 6304.2423 1
016 01 1891.080 6307.6570 1
016 01 1912.650 6309.1600 1
016 01 1936.520 6310.8101 1
016 01 2009.020 6315.7750 1
016 01 2029.790 6317.1824 1
017 01    8.610 6157.0878 1
017 01   56.700 6161.3534 1
017 01   92.190 6164.4796 1
017 01  152.850 6169.8221 1
017 01  156.830 6170.1740 1
017 01  180.900 6172.2778 1
017 01  190.330 6173.0964 1
017 01  251.510 6178.4315 1
017 01  277.650 6180.7050 1
017 01  299.820 6182.6217 1
017 01  363.660 6188.1251 1
017 01  407.770 6191.9053 1
017 01  430.630 6193.8563 1
017 01  482.010 6198.2227 1
017 01  508.200 6200.4325 1
017 01  516.160 6201.1002 0
017 01  544.400 6203.4925 1
017 01  572.540 6205.8599 1
017 01  588.700 6207.2201 1
017 01  606.310 6208.6869 1
017 01  652.170 6212.5031 0
017 01  693.390 6215.9383 1
017 01  742.740 6220.0112 1
017 01  758.680 6221.3192 1
017 01  797.810 6224.5272 1
017 01  820.430 6226.3697 1
017 01  878.780 6231.1227 0
017 01  901.840 6232.9745 1
017 01  925.280 6234.8554 1
017 01  985.890 6239.7121 1
017 01 1001.440 6240.9536 1
017 01 1028.660 6243.1201 1
017 01 1052.950 6245.0409 1
017 01 1060.300 6245.6182 1
017 01 1067.250 6246.1736 1
017 01 1076.770 6246.9297 0
017 01 1095.660 6248.4055 1
017 01 1122.260 6250.4858 0
017 01 1211.300 6257.4237 1
017 01 1226.590 6258.6068 1
017 01 1258.480 6261.0642 1
017 01 1263.140 6261.4181 1
017 01 1306.200 6264.7139 1
017 01 1318.340 6265.6036 0
017 01 1325.260 6266.1737 1
017 01 1351.900 6268.2001 1
017 01 1396.320 6271.5444 1
017 01 1430.550 6274.1166 1
017 01 1457.970 6276.1646 1
017 01 1472.410 6277.2385 1
017 01 1498.340 6279.1666 1
017 01 1509.200 6279.9776 1
017 01 1581.380 6285.2780 1
017 01 1591.640 6286.0453 0
017 01 1608.450 6287.2554 1
017 01 1639.250 6289.4882 1
017 01 1662.650 6291.1915 1
017 01 1686.310 6292.8909 1
017 01 1691.230 6293.2424 1
017 01 1741.870 6296.8722 1
017 01 1770.770 6298.9027 0
017 01 1799.080 6300.9165 1
017 01 1805.930 6301.4128 1
017 01 1832.260 6303.2507 1
017 01 1846.370 6304.2423 1
017 01 1895.370 6307.6570 1
017 01 1916.990 6309.1600 1
017 01 1940.890 6310.8101 1
017 01 2013.500 6315.7750 1
017 01 2034.400 6317.1824 1
018 01   11.980 6157.0878 1
018 01   60.180 6161.3534 1
018 01   95.660 6164.4796 1
018 01  156.480 6169.8221 1
018 01  184.560 6172.2778 1
018 01  193.960 6173.0964 1
018 01  255.150 6178.4315 1
018 01  281.420 6180.7050 1
018 01  303.580 6182.6217 1
018 01  356.110 6187.1350 0
018 01  367.480 6188.1251 1
018 01  411.670 6191.9053 1
018 01  434.530 6193.8563 1
018 01  485.950 6198.2227 1
018 01  512.170 6200.4325 1
018 01  520.000 6201.1002 1
018 01  548.400 6203.4925 1
018 01  576.610 6205.8599 1
018 01  592.810 6207.2201 1
018 01  610.390 6208.6869 1
018 01  656.380 6212.5031 0
018 01  697.570 6215.9383 1
018 01  747.070 6220.0112 1
018 01  762.930 6221.3192 1
018 01  802.190 6224.5272 1
018 01  824.790 6226.3697 1
018 01  906.300 6232.9745 1
018 01  929.730 6234.8554 1
018 01  990.410 6239.7121 1
018 01 1006.010 6240.9536 1
018 01 1033.300 6243.1201 1
018 01 1057.830 6245.0409 0
018 01 1065.000 6245.6182 1
018 01 1072.040 6246.1736 1
018 01 1100.340 6248.4055 1
018 01 1127.040 6250.4858 0
018 01 1216.080 6257.4237 1
018 01 1231.570 6258.6068 1
018 01 1263.490 6261.0642 1
018 01 1268.090 6261.4181 1
018 01 1401.370 6271.5444 1
018 01 1435.810 6274.1166 1
018 01 1463.290 6276.1646 1
018 01 1477.630 6277.2385 1
018 01 1503.570 6279.1666 1
018 01 1514.350 6279.9776 0
018 01 1586.890 6285.2780 1
018 01 1597.040 6286.0453 0
018 01 1613.980 6287.2554 1
018 01 1644.730 6289.4882 1
018 01 1668.240 6291.1915 1
018 01 1680.440 6292.0601 1
018 01 1691.900 6292.8909 1
018 01 1696.930 6293.2424 1
018 01 1747.710 6296.8722 1
018 01 1776.700 6298.9027 0
018 01 1804.860 6300.9165 1
018 01 1811.660 6301.4128 0
018 01 1838.030 6303.2507 1
018 01 1852.210 6304.2423 1
018 01 1901.350 6307.6570 1
018 01 1923.200 6309.1600 1
018 01 1947.040 6310.8101 1
018 01 2019.790 6315.7750 1
018 01 2040.600 6317.1824 1
019 01   14.190 6157.0878 1
019 01   62.310 6161.3534 1
019 01   97.820 6164.4796 1
019 01  158.650 6169.8221 1
019 01  162.570 6170.1740 1
019 01  186.740 6172.2778 1
019 01  196.160 6173.0964 1
019 01  257.450 6178.4315 1
019 01  283.680 6180.7050 1
019 01  305.830 6182.6217 1
019 01  369.800 6188.1251 1
019 01  414.030 6191.9053 1
019 01  436.880 6193.8563 1
019 01  488.330 6198.2227 1
019 01  514.580 6200.4325 1
019 01  522.430 6201.1002 1
019 01  550.810 6203.4925 1
019 01  579.060 6205.8599 1
019 01  595.260 6207.2201 1
019 01  612.860 6208.6869 1
019 01  658.870 6212.5031 0
019 01  700.080 6215.9383 1
019 01  749.550 6220.0112 1
019 01  765.570 6221.3192 1
019 01  804.780 6224.5272 1
019 01  827.390 6226.3697 1
019 01  908.950 6232.9745 1
019 01  932.420 6234.8554 1
019 01  993.230 6239.7121 1
019 01 1008.770 6240.9536 1
019 01 1036.030 6243.1201 1
019 01 1060.470 6245.0409 1
019 01 1067.650 6245.6182 1
019 01 1074.800 6246.1736 1
019 01 1084.430 6246.9297 1
019 01 1103.100 6248.4055 1
019 01 1129.580 6250.4858 1
019 01 1219.010 6257.4237 1
019 01 1234.390 6258.6068 1
019 01 1266.370 6261.0642 1
019 01 1271.000 6261.4181 1
019 01 1332.970 6266.1737 0
019 01 1359.880 6268.2001 0
019 01 1404.490 6271.5444 1
019 01 1438.880 6274.1166 1
019 01 1466.360 6276.1646 1
019 01 1480.750 6277.2385 1
019 01 1506.680 6279.1666 1
019 01 1517.590 6279.9776 0
019 01 1590.040 6285.2780 1
019 01 1600.220 6286.0453 0
019 01 1617.170 6287.2554 1
019 01 1648.060 6289.4882 1
019 01 1671.570 6291.1915 1
019 01 1683.410 6292.0601 0
019 01 1695.170 6292.8909 1
019 01 1700.100 6293.2424 1
019 01 1751.050 6296.8722 1
019 01 1779.950 6298.9027 0
019 01 1808.310 6300.9165 1
019 01 1815.030 6301.4128 0
019 01 1841.550 6303.2507 1
019 01 1855.680 6304.2423 1
019 01 1904.900 6307.6570 1
019 01 1926.530 6309.1600 1
019 01 1950.550 6310.8101 1
019 01 2023.260 6315.7750 1
019 01 2044.200 6317.1824 1
020 01   17.730 6157.0878 1
020 01   66.040 6161.3534 1
020 01  101.560 6164.4796 1
020 01  162.450 6169.8221 1
020 01  190.550 6172.2778 1
020 01  199.880 6173.0964 1
020 01  261.330 6178.4315 1
020 01  287.580 6180.7050 1
020 01  309.770 6182.6217 1
020 01  362.340 6187.1350 1
020 01  373.810 6188.1251 1
020 01  385.640 6189.1449 0
020 01  418.080 6191.9053 1
020 01  440.970 6193.8563 1
020 01  492.440 6198.2227 1
020 01  518.700 6200.4325 1
020 01  526.630 6201.1002 1
020 01  554.990 6203.4925 1
020 01  583.290 6205.8599 1
020 01  599.520 6207.2201 1
020 01  617.050 6208.6869 1
020 01  663.150 6212.5031 0
020 01  704.420 6215.9383 1
020 01  753.990 6220.0112 1
020 01  769.980 6221.3192 1
020 01  809.230 6224.5272 1
020 01  831.870 6226.3697 1
020 01  913.610 6232.9745 1
020 01  929.010 6234.1962 0
020 01  937.000 6234.8554 1
020 01  997.870 6239.7121 1
020 01 1013.440 6240.9536 1
020 01 1040.820 6243.1201 1
020 01 1065.220 6245.0409 1
020 01 1072.460 6245.6182 1
020 01 1079.510 6246.1736 1
020 01 1089.050 6246.9297 1
020 01 1107.920 6248.4055 1
020 01 1134.330 6250.4858 0
020 01 1224.000 6257.4237 1
020 01 1239.400 6258.6068 1
020 01 1271.410 6261.0642 1
020 01 1276.020 6261.4181 1
020 01 1338.180 6266.1737 0
020 01 1365.030 6268.2001 0
020 01 1409.650 6271.5444 1
020 01 1444.100 6274.1166 1
020 01 1471.750 6276.1646 0
020 01 1486.070 6277.2385 1
020 01 1512.060 6279.1666 1
020 01 1522.950 6279.9776 0
020 01 1595.560 6285.2780 1
020 01 1605.710 6286.0453 0
020 01 1622.690 6287.2554 1
020 01 1653.580 6289.4882 1
020 01 1677.150 6291.1915 1
020 01 1689.510 6292.0601 0
020 01 1700.890 6292.8909 1
020 01 1705.800 6293.2424 1
020 01 1756.720 6296.8722 1
020 01 1785.880 6298.9027 0
020 01 1814.070 6300.9165 1
020 01 1820.820 6301.4128 0
020 01 1847.320 6303.2507 1
020 01 1861.620 6304.2423 1
020 01 1910.890 6307.6570 1
020 01 1932.550 6309.1600 1
020 01 1956.540 6310.8101 1
020 01 2029.560 6315.7750 1
021 01    5.840 6155.5810 1
021 01   22.740 6157.0878 0
021 01   71.150 6161.3534 1
021 01  106.720 6164.4796 1
021 01  167.690 6169.8221 1
021 01  195.860 6172.2778 1
021 01  205.290 6173.0964 1
021 01  266.720 6178.4315 1
021 01  293.050 6180.7050 1
021 01  315.250 6182.6217 1
021 01  367.640 6187.1350 0
021 01  379.350 6188.1251 1
021 01  391.130 6189.1449 0
021 01  423.660 6191.9053 1
021 01  446.580 6193.8563 1
021 01  498.180 6198.2227 1
021 01  524.410 6200.4325 1
021 01  532.380 6201.1002 1
021 01  560.780 6203.4925 1
021 01  589.090 6205.8599 1
021 01  605.370 6207.2201 1
021 01  622.960 6208.6869 1
021 01  669.130 6212.5031 0
021 01  710.480 6215.9383 1
021 01  760.080 6220.0112 1
021 01  776.090 6221.3192 1
021 01  815.400 6224.5272 1
021 01  838.090 6226.3697 1
021 01  919.930 6232.9745 1
021 01  943.400 6234.8554 1
021 01 1004.250 6239.7121 1
021 01 1019.950 6240.9536 1
021 01 1047.350 6243.1201 1
021 01 1071.780 6245.0409 1
021 01 1079.090 6245.6182 1
021 01 1086.100 6246.1736 1
021 01 1095.840 6246.9297 1
021 01 1114.570 6248.4055 1
021 01 1140.990 6250.4858 0
021 01 1230.910 6257.4237 1
021 01 1246.310 6258.6068 1
021 01 1278.400 6261.0642 1
021 01 1282.990 6261.4181 1
021 01 1345.410 6266.1737 0
021 01 1372.030 6268.2001 0
021 01 1416.840 6271.5444 1
021 01 1451.460 6274.1166 1
021 01 1479.020 6276.1646 1
021 01 1493.430 6277.2385 1
021 01 1519.530 6279.1666 1
021 01 1603.160 6285.2780 1
021 01 1613.420 6286.0453 0
021 01 1630.400 6287.2554 1
021 01 1661.350 6289.4882 1
021 01 1684.980 6291.1915 1
021 01 1708.710 6292.8909 1
021 01 1713.580 6293.2424 1
021 01 1764.690 6296.8722 1
021 01 1822.180 6300.9165 1
021 01 1829.070 6301.4128 0
021 01 1855.550 6303.2507 1
021 01 1869.740 6304.2423 1
021 01 1919.110 6307.6570 1
021 01 1940.990 6309.1600 1
021 01 1964.880 6310.8101 1
021 01 2038.040 6315.7750 1
022 01    8.550 6155.5810 1
022 01   25.590 6157.0878 1
022 01   73.900 6161.3534 1
022 01  109.530 6164.4796 1
022 01  170.540 6169.8221 1
022 01  198.720 6172.2778 1
022 01  208.180 6173.0964 1
022 01  269.650 6178.4315 1
022 01  295.980 6180.7050 1
022 01  318.230 6182.6217 1
022 01  370.710 6187.1350 0
022 01  382.390 6188.1251 1
022 01  394.330 6189.1449 1
022 01  426.750 6191.9053 1
022 01  449.670 6193.8563 1
022 01  501.330 6198.2227 1
022 01  527.610 6200.4325 1
022 01  535.570 6201.1002 1
022 01  564.030 6203.4925 1
022 01  592.340 6205.8599 1
022 01  608.600 6207.2201 1
022 01  626.290 6208.6869 1
022 01  672.440 6212.5031 0
022 01  713.840 6215.9383 1
022 01  763.490 6220.0112 1
022 01  779.500 6221.3192 1
022 01  818.880 6224.5272 1
022 01  841.620 6226.3697 1
022 01  923.490 6232.9745 1
022 01  946.970 6234.8554 1
022 01 1008.060 6239.7121 1
022 01 1023.730 6240.9536 1
022 01 1051.100 6243.1201 1
022 01 1075.570 6245.0409 1
022 01 1082.800 6245.6182 1
022 01 1089.920 6246.1736 1
022 01 1099.650 6246.9297 1
022 01 1118.440 6248.4055 1
022 01 1144.910 6250.4858 0
022 01 1234.810 6257.4237 1
022 01 1250.240 6258.6068 1
022 01 1282.390 6261.0642 1
022 01 1287.020 6261.4181 1
022 01 1349.350 6266.1737 0
022 01 1376.180 6268.2001 0
022 01 1421.030 6271.5444 1
022 01 1455.610 6274.1166 1
022 01 1483.230 6276.1646 1
022 01 1497.640 6277.2385 1
022 01 1523.760 6279.1666 1
022 01 1534.590 6279.9776 0
022 01 1607.560 6285.2780 1
022 01 1617.760 6286.0453 0
022 01 1634.740 6287.2554 1
022 01 1665.700 6289.4882 1
022 01 1689.440 6291.1915 1
022 01 1701.460 6292.0601 1
022 01 1713.130 6292.8909 1
022 01 1718.070 6293.2424 1
022 01 1769.280 6296.8722 1
022 01 1798.470 6298.9027 0
022 01 1826.790 6300.9165 1
022 01 1833.660 6301.4128 0
022 01 1860.210 6303.2507 1
022 01 1874.540 6304.2423 1
022 01 1923.860 6307.6570 1
022 01 1945.790 6309.1600 1
022 01 1969.670 6310.8101 1
022 01 2043.010 6315.7750 1
023 01   12.920 6155.5810 1
023 01   30.100 6157.0878 1
023 01   78.390 6161.3534 1
023 01  114.110 6164.4796 1
023 01  175.180 6169.8221 1
023 01  203.370 6172.2778 1
023 01  212.840 6173.0964 1
023 01  274.390 6178.4315 1
023 01  300.700 6180.7050 1
023 01  323.010 6182.6217 1
023 01  375.650 6187.1350 1
023 01  387.240 6188.1251 1
023 01  399.100 6189.1449 0
023 01  431.640 6191.9053 1
023 01  454.610 6193.8563 1
023 01  506.310 6198.2227 1
023 01  532.660 6200.4325 1
023 01  540.570 6201.1002 1
023 01  569.090 6203.4925 1
023 01  597.460 6205.8599 1
023 01  613.750 6207.2201 1
023 01  631.400 6208.6869 1
023 01  677.660 6212.5031 0
023 01  719.140 6215.9383 1
023 01  768.850 6220.0112 1
023 01  784.870 6221.3192 1
023 01  824.260 6224.5272 1
023 01  847.070 6226.3697 1
023 01  929.060 6232.9745 1
023 01  952.600 6234.8554 1
023 01 1013.670 6239.7121 1
023 01 1029.310 6240.9536 1
023 01 1056.810 6243.1201 1
023 01 1081.380 6245.0409 1
023 01 1088.550 6245.6182 1
023 01 1095.680 6246.1736 1
023 01 1105.600 6246.9297 0
023 01 1124.240 6248.4055 1
023 01 1150.750 6250.4858 0
023 01 1240.830 6257.4237 1
023 01 1256.300 6258.6068 1
023 01 1288.510 6261.0642 1
023 01 1293.100 6261.4181 1
023 01 1355.550 6266.1737 0
023 01 1382.330 6268.2001 0
023 01 1427.360 6271.5444 1
023 01 1461.940 6274.1166 1
023 01 1489.620 6276.1646 1
023 01 1504.120 6277.2385 1
023 01 1530.190 6279.1666 1
023 01 1541.220 6279.9776 1
023 01 1614.160 6285.2780 1
023 01 1624.480 6286.0453 0
023 01 1641.430 6287.2554 1
023 01 1672.570 6289.4882 0
023 01 1696.220 6291.1915 1
023 01 1708.260 6292.0601 1
023 01 1719.950 6292.8909 1
023 01 1724.890 6293.2424 1
023 01 1776.170 6296.8722 1
023 01 1805.330 6298.9027 0
023 01 1833.830 6300.9165 1
023 01 1840.680 6301.4128 0
023 01 1867.330 6303.2507 1
023 01 1881.550 6304.2423 1
023 01 1931.090 6307.6570 1
023 01 1952.990 6309.1600 1
023 01 1977.080 6310.8101 1
000 02  103.470 6271.5444 1
000 02  132.200 6274.1166 1
000 02  155.240 6276.1646 1
000 02  167.250 6277.2385 1
000 02  188.820 6279.1666 1
000 02  258.050 6285.2780 1
000 02  280.340 6287.2554 1
000 02  325.170 6291.1915 1
000 02  348.570 6293.2424 1
000 02  390.120 6296.8722 1
000 02  436.690 6300.9165 1
000 02  463.720 6303.2507 1
000 02  475.150 6304.2423 1
000 02  514.810 6307.6570 1
000 02  532.310 6309.1600 1
000 02  551.460 6310.8101 1
000 02  609.760 6315.7750 1
000 02  626.250 6317.1824 1
000 02  674.650 6321.3004 0
000 02  680.860 6321.8199 0
000 02  705.100 6323.8421 1
000 02  711.930 6324.3978 0
000 02  735.200 6326.3669 1
000 02  746.090 6327.2778 1
000 02  795.560 6331.4137 1
000 02  808.670 6332.5118 0
000 02  817.100 6333.1459 0
000 02  843.710 6335.4060 1
000 02  870.630 6337.6201 1
000 02  895.510 6339.6684 1
000 02  934.440 6342.8595 1
000 02  974.470 6346.1209 1
000 02 1000.470 6348.2321 1
000 02 1006.620 6348.7375 1
000 02 1095.730 6355.9108 1
000 02 1109.750 6357.0229 1
000 02 1117.940 6357.6779 1
000 02 1129.710 6358.6211 1
000 02 1136.200 6359.1345 1
000 02 1143.050 6359.6744 1
000 02 1175.440 6362.2518 1
000 02 1208.810 6364.8937 1
000 02 1262.800 6369.1394 0
000 02 1268.560 6369.5748 1
000 02 1299.010 6371.9436 1
000 02 1363.410 6376.9305 1
000 02 1399.140 6379.6733 1
000 02 1421.140 6381.3598 1
000 02 1465.280 6384.7169 1
000 02 1500.700 6387.3957 1
000 02 1513.830 6388.4179 0
000 02 1527.330 6389.3900 1
000 02 1537.160 6390.1289 1
000 02 1659.210 6399.2065 1
000 02 1679.500 6400.6961 1
000 02 1711.130 6403.0128 1
000 02 1758.390 6406.4462 1
000 02 1834.370 6411.8991 1
000 02 1858.440 6413.6145 1
000 02 1896.370 6416.3071 1
000 02 1925.720 6418.3703 1
000 02 1978.860 6422.1075 0
000 02 1990.660 6422.8969 0
000 02 2017.970 6424.8127 1
001 02   96.900 6271.5444 1
001 02  125.620 6274.1166 1
001 02  148.610 6276.1646 1
001 02  160.550 6277.2385 1
001 02  182.070 6279.1666 1
001 02  251.340 6285.2780 0
001 02  273.530 6287.2554 1
001 02  318.290 6291.1915 1
001 02  341.630 6293.2424 1
001 02  383.260 6296.8722 1
001 02  406.930 6298.9027 0
001 02  429.690 6300.9165 1
001 02  456.710 6303.2507 1
001 02  468.200 6304.2423 1
001 02  507.710 6307.6570 1
001 02  525.040 6309.1600 1
001 02  544.240 6310.8101 1
001 02  602.500 6315.7750 1
001 02  619.010 6317.1824 1
001 02  667.350 6321.3004 0
001 02  673.630 6321.8199 1
001 02  697.580 6323.8421 0
001 02  704.620 6324.3978 0
001 02  727.840 6326.3669 1
001 02  738.660 6327.2778 1
001 02  788.310 6331.4137 1
001 02  801.260 6332.5118 1
001 02  836.520 6335.4060 0
001 02  863.110 6337.6201 1
001 02  887.900 6339.6684 1
001 02  926.800 6342.8595 1
001 02  966.710 6346.1209 1
001 02  998.850 6348.7375 1
001 02 1087.940 6355.9108 1
001 02 1101.880 6357.0229 1
001 02 1109.940 6357.6779 1
001 02 1121.850 6358.6211 1
001 02 1128.240 6359.1345 1
001 02 1135.140 6359.6744 1
001 02 1167.500 6362.2518 1
001 02 1200.900 6364.8937 1
001 02 1254.670 6369.1394 0
001 02 1260.420 6369.5748 1
001 02 1290.890 6371.9436 1
001 02 1355.150 6376.9305 1
001 02 1390.810 6379.6733 1
001 02 1412.670 6381.3598 1
001 02 1456.880 6384.7169 1
001 02 1492.230 6387.3957 1
001 02 1505.200 6388.4179 0
001 02 1518.610 6389.3900 1
001 02 1542.350 6391.1774 1
001 02 1650.540 6399.2065 1
001 02 1670.700 6400.6961 1
001 02 1702.180 6403.0128 1
001 02 1749.400 6406.4462 1
001 02 1825.240 6411.8991 1
001 02 1849.180 6413.6145 1
001 02 1887.140 6416.3071 1
001 02 1916.400 6418.3703 1
001 02 1969.190 6422.1075 0
001 02 1980.970 6422.8969 1
001 02 2008.450 6424.8127 1
002 02   90.820 6271.5444 1
002 02  119.610 6274.1166 1
002 02  142.550 6276.1646 1
002 02  154.580 6277.2385 1
002 02  176.160 6279.1666 1
002 02  245.080 6285.2780 1
002 02  267.510 6287.2554 1
002 02  312.160 6291.1915 1
002 02  335.350 6293.2424 1
002 02  376.940 6296.8722 1
002 02  400.860 6298.9027 0
002 02  423.440 6300.9165 1
002 02  450.370 6303.2507 1
002 02  461.780 6304.2423 1
002 02  501.370 6307.6570 1
002 02  518.740 6309.1600 1
002 02  537.830 6310.8101 1
002 02  559.120 6312.6222 1
002 02  596.000 6315.7750 1
002 02  612.510 6317.1824 1
002 02  660.730 6321.3004 0
002 02  667.000 6321.8199 0
002 02  691.110 6323.8421 1
002 02  697.950 6324.3978 0
002 02  721.160 6326.3669 1
002 02  732.030 6327.2778 1
002 02  781.390 6331.4137 1
002 02  794.580 6332.5118 1
002 02  802.720 6333.1459 0
002 02  829.480 6335.4060 1
002 02  856.270 6337.6201 1
002 02  881.060 6339.6684 1
002 02  919.870 6342.8595 1
002 02  991.860 6348.7375 1
002 02 1080.760 6355.9108 1
002 02 1094.770 6357.0229 1
002 02 1102.990 6357.6779 1
002 02 1114.610 6358.6211 1
002 02 1121.050 6359.1345 1
002 02 1128.020 6359.6744 1
