iobj iorder X Lambda Mask
019 02  664.090 6323.8421 1
019 02  671.020 6324.3978 0
019 02  694.160 6326.3669 1
019 02  704.990 6327.2778 1
019 02  754.320 6331.4137 1
019 02  767.340 6332.5118 0
019 02  775.650 6333.1459 0
019 02  802.390 6335.4060 1
019 02  829.080 6337.6201 1
019 02  849.930 6339.3061 0
019 02  853.790 6339.6684 1
019 02  892.610 6342.8595 1
019 02  932.460 6346.1209 1
019 02  958.330 6348.2321 1
019 02  964.470 6348.7375 1
019 02 1053.320 6355.9108 1
019 02 1067.160 6357.0229 1
019 02 1075.270 6357.6779 1
019 02 1087.120 6358.6211 1
019 02 1093.530 6359.1345 1
019 02 1100.350 6359.6744 1
019 02 1132.700 6362.2518 1
019 02 1165.950 6364.8937 1
019 02 1219.570 6369.1394 0
019 02 1225.320 6369.5748 1
019 02 1255.660 6371.9436 1
019 02 1319.700 6376.9305 1
019 02 1355.280 6379.6733 1
019 02 1377.170 6381.3598 1
019 02 1421.130 6384.7169 1
019 02 1456.350 6387.3957 1
019 02 1469.350 6388.4179 0
019 02 1482.760 6389.3900 1
019 02 1492.410 6390.1289 1
019 02 1506.260 6391.1774 1
019 02 1541.640 6393.7972 0
019 02 1544.520 6394.0498 1
019 02 1614.090 6399.2065 1
019 02 1634.230 6400.6961 1
019 02 1665.630 6403.0128 1
019 02 1712.640 6406.4462 1
019 02 1788.130 6411.8991 1
019 02 1812.070 6413.6145 1
019 02 1849.840 6416.3071 1
019 02 1878.990 6418.3703 1
019 02 1931.780 6422.1075 1
019 02 1943.300 6422.8969 1
019 02 1970.530 6424.8127 1
020 02   68.560 6271.5444 1
020 02   97.280 6274.1166 1
020 02  120.140 6276.1646 1
020 02  132.110 6277.2385 1
020 02  153.710 6279.1666 1
020 02  222.590 6285.2780 1
020 02  245.060 6287.2554 1
020 02  289.630 6291.1915 1
020 02  312.990 6293.2424 1
020 02  354.490 6296.8722 1
020 02  400.990 6300.9165 1
020 02  427.830 6303.2507 1
020 02  439.250 6304.2423 1
020 02  478.830 6307.6570 1
020 02  496.190 6309.1600 1
020 02  515.330 6310.8101 1
020 02  573.480 6315.7750 1
020 02  589.950 6317.1824 1
020 02  638.120 6321.3004 0
020 02  644.440 6321.8199 0
020 02  668.400 6323.8421 0
020 02  675.390 6324.3978 0
020 02  698.590 6326.3669 1
020 02  709.440 6327.2778 1
020 02  758.810 6331.4137 1
020 02  771.980 6332.5118 1
020 02  807.000 6335.4060 1
020 02  833.660 6337.6201 1
020 02  854.250 6339.3061 0
020 02  858.460 6339.6684 1
020 02  897.290 6342.8595 1
020 02  937.140 6346.1209 1
020 02  963.170 6348.2321 1
020 02  969.260 6348.7375 1
020 02 1058.160 6355.9108 1
020 02 1072.030 6357.0229 1
020 02 1080.100 6357.6779 1
020 02 1091.910 6358.6211 1
020 02 1105.340 6359.6744 1
020 02 1137.510 6362.2518 1
020 02 1170.960 6364.8937 1
020 02 1224.670 6369.1394 0
020 02 1230.430 6369.5748 1
020 02 1260.800 6371.9436 1
020 02 1267.350 6372.4602 1
020 02 1324.930 6376.9305 1
020 02 1360.560 6379.6733 1
020 02 1382.570 6381.3598 1
020 02 1426.480 6384.7169 1
020 02 1461.790 6387.3957 1
020 02 1488.050 6389.3900 1
020 02 1498.040 6390.1289 1
020 02 1511.590 6391.1774 0
020 02 1547.030 6393.7972 1
020 02 1550.010 6394.0498 0
020 02 1619.720 6399.2065 1
020 02 1639.970 6400.6961 1
020 02 1671.380 6403.0128 1
020 02 1718.390 6406.4462 1
020 02 1794.070 6411.8991 1
020 02 1818.030 6413.6145 1
020 02 1855.880 6416.3071 1
020 02 1884.870 6418.3703 1
020 02 1938.000 6422.1075 1
020 02 1949.590 6422.8969 0
020 02 1976.800 6424.8127 1
021 02    8.510 6265.6036 0
021 02   73.840 6271.5444 1
021 02  102.640 6274.1166 1
021 02  125.550 6276.1646 1
021 02  137.590 6277.2385 1
021 02  159.150 6279.1666 1
021 02  228.170 6285.2780 1
021 02  250.410 6287.2554 1
021 02  295.230 6291.1915 1
021 02  318.510 6293.2424 1
021 02  360.150 6296.8722 1
021 02  384.010 6298.9027 0
021 02  406.640 6300.9165 1
021 02  433.560 6303.2507 1
021 02  445.030 6304.2423 1
021 02  484.670 6307.6570 1
021 02  502.040 6309.1600 1
021 02  521.270 6310.8101 1
021 02  579.430 6315.7750 1
021 02  595.980 6317.1824 1
021 02  644.330 6321.3004 0
021 02  650.590 6321.8199 1
021 02  674.620 6323.8421 1
021 02  681.540 6324.3978 0
021 02  704.790 6326.3669 1
021 02  715.600 6327.2778 1
021 02  765.120 6331.4137 1
021 02  778.190 6332.5118 1
021 02  786.480 6333.1459 0
021 02  813.360 6335.4060 1
021 02  840.070 6337.6201 1
021 02  860.650 6339.3061 0
021 02  864.860 6339.6684 1
021 02  903.770 6342.8595 1
021 02  943.730 6346.1209 1
021 02  975.870 6348.7375 1
021 02 1064.920 6355.9108 1
021 02 1078.850 6357.0229 1
021 02 1087.050 6357.6779 1
021 02 1098.770 6358.6211 1
021 02 1105.230 6359.1345 1
021 02 1112.100 6359.6744 1
021 02 1144.530 6362.2518 1
021 02 1177.830 6364.8937 1
021 02 1231.690 6369.1394 0
021 02 1237.480 6369.5748 1
021 02 1267.890 6371.9436 1
021 02 1332.180 6376.9305 1
021 02 1367.800 6379.6733 1
021 02 1390.010 6381.3598 1
021 02 1433.900 6384.7169 1
021 02 1469.250 6387.3957 1
021 02 1482.320 6388.4179 0
021 02 1495.690 6389.3900 1
021 02 1505.490 6390.1289 1
021 02 1519.450 6391.1774 1
021 02 1554.860 6393.7972 0
021 02 1557.600 6394.0498 0
021 02 1627.550 6399.2065 1
021 02 1647.810 6400.6961 1
021 02 1679.350 6403.0128 1
021 02 1726.470 6406.4462 1
021 02 1802.250 6411.8991 1
021 02 1826.320 6413.6145 1
021 02 1864.190 6416.3071 1
021 02 1893.660 6418.3703 0
021 02 1946.480 6422.1075 1
021 02 1957.970 6422.8969 1
021 02 1985.420 6424.8127 1
022 02   76.710 6271.5444 1
022 02  105.520 6274.1166 1
022 02  128.490 6276.1646 1
022 02  140.450 6277.2385 1
022 02  161.980 6279.1666 1
022 02  231.250 6285.2780 1
022 02  253.500 6287.2554 1
022 02  298.280 6291.1915 1
022 02  321.690 6293.2424 1
022 02  363.260 6296.8722 1
022 02  409.780 6300.9165 1
022 02  436.840 6303.2507 1
022 02  448.240 6304.2423 1
022 02  487.880 6307.6570 1
022 02  505.320 6309.1600 1
022 02  524.520 6310.8101 1
022 02  582.750 6315.7750 1
022 02  599.310 6317.1824 1
022 02  647.670 6321.3004 0
022 02  653.940 6321.8199 0
022 02  678.000 6323.8421 1
022 02  684.970 6324.3978 0
022 02  708.210 6326.3669 1
022 02  719.080 6327.2778 1
022 02  768.620 6331.4137 1
022 02  781.770 6332.5118 1
022 02  790.020 6333.1459 0
022 02  816.860 6335.4060 1
022 02  843.610 6337.6201 1
022 02  864.340 6339.3061 0
022 02  868.470 6339.6684 1
022 02  907.410 6342.8595 1
022 02  947.440 6346.1209 1
022 02  973.480 6348.2321 1
022 02  979.610 6348.7375 1
022 02 1068.770 6355.9108 1
022 02 1082.650 6357.0229 1
022 02 1090.840 6357.6779 1
022 02 1102.660 6358.6211 1
022 02 1109.060 6359.1345 1
022 02 1116.010 6359.6744 1
022 02 1148.430 6362.2518 1
022 02 1181.790 6364.8937 1
022 02 1235.730 6369.1394 0
022 02 1241.530 6369.5748 1
022 02 1271.940 6371.9436 1
022 02 1278.310 6372.4602 0
022 02 1336.300 6376.9305 1
022 02 1372.030 6379.6733 1
022 02 1394.040 6381.3598 1
022 02 1438.120 6384.7169 1
022 02 1473.570 6387.3957 1
022 02 1486.610 6388.4179 0
022 02 1500.020 6389.3900 1
022 02 1559.420 6393.7972 0
022 02 1561.880 6394.0498 0
022 02 1632.100 6399.2065 1
022 02 1652.330 6400.6961 1
022 02 1683.870 6403.0128 1
022 02 1731.070 6406.4462 1
022 02 1806.940 6411.8991 1
022 02 1831.000 6413.6145 1
022 02 1868.990 6416.3071 1
022 02 1898.370 6418.3703 1
022 02 1951.470 6422.1075 1
022 02 1963.080 6422.8969 1
022 02 1990.430 6424.8127 1
023 02   81.290 6271.5444 1
023 02  110.070 6274.1166 1
023 02  133.140 6276.1646 1
023 02  145.010 6277.2385 1
023 02  166.670 6279.1666 1
023 02  235.860 6285.2780 1
023 02  258.400 6287.2554 1
023 02  303.150 6291.1915 1
023 02  326.490 6293.2424 1
023 02  368.150 6296.8722 1
023 02  392.020 6298.9027 0
023 02  414.820 6300.9165 1
023 02  441.830 6303.2507 1
023 02  453.260 6304.2423 1
023 02  493.000 6307.6570 1
023 02  510.440 6309.1600 1
023 02  529.630 6310.8101 1
023 02  587.950 6315.7750 1
023 02  604.530 6317.1824 1
023 02  652.860 6321.3004 0
023 02  659.210 6321.8199 0
023 02  683.340 6323.8421 1
023 02  690.320 6324.3978 0
023 02  713.590 6326.3669 1
023 02  724.460 6327.2778 1
023 02  774.060 6331.4137 1
023 02  787.130 6332.5118 0
023 02  795.510 6333.1459 0
023 02  822.360 6335.4060 1
023 02  849.180 6337.6201 1
023 02  874.040 6339.6684 1
023 02  913.070 6342.8595 1
023 02  953.120 6346.1209 1
023 02  979.130 6348.2321 1
023 02  985.340 6348.7375 1
023 02 1074.620 6355.9108 1
023 02 1088.620 6357.0229 1
023 02 1096.830 6357.6779 1
023 02 1108.670 6358.6211 1
023 02 1115.010 6359.1345 1
023 02 1121.910 6359.6744 1
023 02 1154.430 6362.2518 1
023 02 1187.900 6364.8937 1
023 02 1241.840 6369.1394 0
023 02 1247.650 6369.5748 1
023 02 1278.110 6371.9436 1
023 02 1342.590 6376.9305 1
023 02 1378.410 6379.6733 1
023 02 1400.460 6381.3598 1
023 02 1444.600 6384.7169 1
023 02 1480.090 6387.3957 1
023 02 1493.170 6388.4179 0
023 02 1506.580 6389.3900 1
023 02 1638.900 6399.2065 1
023 02 1659.120 6400.6961 1
023 02 1690.740 6403.0128 1
023 02 1738.040 6406.4462 1
023 02 1814.140 6411.8991 1
023 02 1838.220 6413.6145 1
023 02 1876.220 6416.3071 1
023 02 1905.620 6418.3703 1
023 02 1958.800 6422.1075 1
023 02 1970.480 6422.8969 1
023 02 1997.840 6424.8127 1
000 03    7.560 6376.9305 1
000 03   92.500 6384.7169 1
000 03  121.970 6387.3957 1
000 03  252.610 6399.2065 1
000 03  269.010 6400.6961 1
000 03  294.720 6403.0128 1
000 03  333.210 6406.4462 1
000 03  394.690 6411.8991 1
000 03  414.090 6413.6145 1
000 03  444.540 6416.3071 1
000 03  468.070 6418.3703 1
000 03  510.770 6422.1075 0
000 03  519.630 6422.8969 1
000 03  541.310 6424.8127 0
000 03  587.120 6428.7733 1
000 03  619.290 6431.5550 1
000 03  690.980 6437.7613 0
000 03  705.170 6438.9160 0
000 03  739.660 6441.8994 1
000 03  762.590 6443.8598 1
000 03  796.990 6446.7712 1
000 03  835.250 6450.0060 1
000 03  846.520 6450.9557 1
000 03  859.770 6452.0591 1
000 03  897.920 6455.2647 1
000 03  922.090 6457.2824 1
000 03  960.530 6460.4750 1
000 03  967.480 6461.0596 1
000 03 1090.950 6471.2131 1
000 03 1238.210 6483.0825 1
000 03 1267.120 6485.3759 1
000 03 1293.410 6487.4811 1
000 03 1311.150 6488.8832 1
000 03 1334.620 6490.7372 1
000 03 1366.020 6493.1975 1
000 03 1392.640 6495.2573 0
000 03 1401.750 6496.0292 0
000 03 1420.930 6497.4919 1
000 03 1479.170 6501.9919 1
000 03 1499.080 6503.5111 1
000 03 1544.380 6506.9868 1
000 03 1571.510 6509.0503 1
000 03 1615.220 6512.3639 1
000 03 1744.870 6522.0432 1
000 03 1872.260 6531.3418 1
000 03 1966.510 6538.1120 1
001 03   86.090 6384.7169 1
001 03  115.420 6387.3957 1
001 03  245.760 6399.2065 1
001 03  262.580 6400.6961 0
001 03  288.100 6403.0128 1
001 03  326.480 6406.4462 1
001 03  387.850 6411.8991 1
001 03  407.200 6413.6145 1
001 03  437.650 6416.3071 1
001 03  461.140 6418.3703 1
001 03  503.510 6422.1075 1
001 03  512.530 6422.8969 1
001 03  534.440 6424.8127 1
001 03  580.050 6428.7733 1
001 03  612.100 6431.5550 1
001 03  683.730 6437.7613 0
001 03  697.970 6438.9160 0
001 03  732.470 6441.8994 1
001 03  755.370 6443.8598 1
001 03  789.630 6446.7712 1
001 03  827.880 6450.0060 1
001 03  839.070 6450.9557 1
001 03  890.500 6455.2647 1
001 03  914.580 6457.2824 1
001 03  952.930 6460.4750 1
001 03  960.170 6461.0596 0
001 03 1083.310 6471.2131 1
001 03 1230.230 6483.0825 1
001 03 1258.990 6485.3759 1
001 03 1285.400 6487.4811 1
001 03 1303.110 6488.8832 1
001 03 1326.550 6490.7372 1
001 03 1357.850 6493.1975 1
001 03 1384.490 6495.2573 0
001 03 1393.760 6496.0292 0
001 03 1412.700 6497.4919 1
001 03 1470.870 6501.9919 1
001 03 1490.460 6503.5111 1
001 03 1535.840 6506.9868 1
001 03 1562.950 6509.0503 1
001 03 1606.640 6512.3639 1
001 03 1736.090 6522.0432 1
001 03 1742.790 6522.4994 0
001 03 1863.230 6531.3418 1
001 03 1957.340 6538.1120 1
002 03   80.260 6384.7169 1
002 03  109.660 6387.3957 1
002 03  239.910 6399.2065 1
002 03  256.310 6400.6961 1
002 03  282.120 6403.0128 1
002 03  320.460 6406.4462 1
002 03  381.670 6411.8991 1
002 03  401.030 6413.6145 1
002 03  431.470 6416.3071 1
002 03  454.880 6418.3703 1
002 03  497.340 6422.1075 1
002 03  506.420 6422.8969 1
002 03  527.970 6424.8127 0
002 03  605.720 6431.5550 1
002 03  677.230 6437.7613 0
002 03  691.380 6438.9160 0
002 03  725.900 6441.8994 1
002 03  748.760 6443.8598 1
002 03  782.950 6446.7712 1
002 03  821.280 6450.0060 1
002 03  832.400 6450.9557 1
002 03  883.620 6455.2647 1
002 03  907.760 6457.2824 1
002 03  946.080 6460.4750 1
002 03  953.190 6461.0596 1
002 03 1076.180 6471.2131 1
002 03 1223.030 6483.0825 1
002 03 1251.660 6485.3759 1
002 03 1278.110 6487.4811 1
002 03 1295.730 6488.8832 1
002 03 1319.230 6490.7372 1
002 03 1350.480 6493.1975 1
002 03 1376.960 6495.2573 0
002 03 1386.390 6496.0292 0
002 03 1405.380 6497.4919 1
002 03 1463.270 6501.9919 1
002 03 1482.960 6503.5111 1
002 03 1528.250 6506.9868 1
002 03 1555.310 6509.0503 1
002 03 1598.870 6512.3639 1
002 03 1728.070 6522.0432 1
002 03 1734.830 6522.4994 0
002 03 1855.010 6531.3418 1
002 03 1949.030 6538.1120 1
003 03   71.320 6384.7169 1
003 03  100.600 6387.3957 1
003 03  230.610 6399.2065 1
003 03  247.160 6400.6961 1
003 03  272.740 6403.0128 0
003 03  311.090 6406.4462 1
003 03  372.300 6411.8991 1
003 03  391.600 6413.6145 1
003 03  421.920 6416.3071 1
003 03  445.440 6418.3703 0
003 03  487.820 6422.1075 1
003 03  496.700 6422.8969 1
003 03  518.470 6424.8127 1
003 03  595.880 6431.5550 1
003 03  667.400 6437.7613 0
003 03  681.580 6438.9160 0
003 03  715.860 6441.8994 1
003 03  738.780 6443.8598 1
003 03  772.880 6446.7712 1
003 03  811.100 6450.0060 1
003 03  822.250 6450.9557 1
003 03  835.560 6452.0591 0
003 03  897.510 6457.2824 1
003 03  935.690 6460.4750 1
003 03  942.720 6461.0596 1
003 03 1065.690 6471.2131 1
003 03 1212.110 6483.0825 1
003 03 1240.840 6485.3759 1
003 03 1267.180 6487.4811 1
003 03 1284.680 6488.8832 1
003 03 1308.150 6490.7372 1
003 03 1339.310 6493.1975 1
003 03 1365.630 6495.2573 1
003 03 1374.730 6496.0292 0
003 03 1394.050 6497.4919 1
003 03 1451.900 6501.9919 1
003 03 1471.580 6503.5111 1
003 03 1516.660 6506.9868 1
003 03 1543.680 6509.0503 1
003 03 1587.200 6512.3639 1
003 03 1716.100 6522.0432 1
003 03 1842.760 6531.3418 1
003 03 1936.470 6538.1120 1
004 03   66.190 6384.7169 1
004 03   95.460 6387.3957 1
004 03  225.410 6399.2065 1
004 03  241.920 6400.6961 1
004 03  267.610 6403.0128 1
004 03  305.730 6406.4462 1
004 03  366.900 6411.8991 1
004 03  386.230 6413.6145 1
004 03  416.550 6416.3071 1
004 03  439.960 6418.3703 1
004 03  482.300 6422.1075 1
004 03  491.210 6422.8969 1
004 03  512.980 6424.8127 1
004 03  558.390 6428.7733 1
004 03  590.390 6431.5550 1
004 03  661.810 6437.7613 0
004 03  675.890 6438.9160 0
004 03  710.270 6441.8994 1
004 03  733.120 6443.8598 1
004 03  767.240 6446.7712 1
004 03  805.330 6450.0060 1
004 03  816.470 6450.9557 1
004 03  891.700 6457.2824 1
004 03  929.890 6460.4750 1
004 03  936.870 6461.0596 1
004 03 1059.710 6471.2131 1
004 03 1182.830 6481.3017 0
004 03 1206.030 6483.0825 1
004 03 1234.760 6485.3759 1
004 03 1260.900 6487.4811 1
004 03 1278.470 6488.8832 1
004 03 1301.900 6490.7372 1
004 03 1333.020 6493.1975 1
004 03 1359.440 6495.2573 0
004 03 1368.740 6496.0292 0
004 03 1387.730 6497.4919 1
004 03 1445.500 6501.9919 1
004 03 1465.110 6503.5111 1
004 03 1510.220 6506.9868 1
004 03 1527.310 6508.3605 0
004 03 1537.180 6509.0503 1
004 03 1580.700 6512.3639 1
004 03 1709.530 6522.0432 1
004 03 1835.900 6531.3418 1
004 03 1929.420 6538.1120 1
005 03   61.590 6384.7169 1
005 03   90.860 6387.3957 1
005 03  220.720 6399.2065 1
005 03  237.200 6400.6961 1
005 03  262.820 6403.0128 1
005 03  300.960 6406.4462 1
005 03  362.130 6411.8991 1
005 03  381.400 6413.6145 1
005 03  411.680 6416.3071 1
005 03  434.940 6418.3703 1
005 03  477.400 6422.1075 1
005 03  486.360 6422.8969 1
005 03  507.940 6424.8127 0
005 03  553.330 6428.7733 1
005 03  585.370 6431.5550 1
005 03  656.750 6437.7613 0
005 03  670.860 6438.9160 0
005 03  705.150 6441.8994 1
005 03  727.940 6443.8598 1
005 03  762.060 6446.7712 1
005 03  800.190 6450.0060 1
005 03  811.390 6450.9557 1
005 03  862.520 6455.2647 1
005 03  886.450 6457.2824 1
005 03  924.620 6460.4750 1
005 03  931.660 6461.0596 1
005 03 1054.310 6471.2131 1
005 03 1200.450 6483.0825 1
005 03 1255.380 6487.4811 1
005 03 1272.840 6488.8832 1
005 03 1296.240 6490.7372 1
005 03 1327.360 6493.1975 1
005 03 1353.900 6495.2573 0
005 03 1363.030 6496.0292 0
005 03 1381.930 6497.4919 1
005 03 1439.640 6501.9919 1
005 03 1459.300 6503.5111 1
005 03 1504.360 6506.9868 1
005 03 1531.380 6509.0503 1
005 03 1574.680 6512.3639 1
005 03 1703.390 6522.0432 1
005 03 1709.890 6522.4994 0
005 03 1829.630 6531.3418 1
005 03 1916.280 6537.6139 1
005 03 1923.060 6538.1120 1
006 03   55.660 6384.7169 1
006 03   84.860 6387.3957 1
006 03  214.620 6399.2065 1
006 03  231.250 6400.6961 1
006 03  256.640 6403.0128 1
006 03  294.860 6406.4462 1
006 03  355.940 6411.8991 1
006 03  375.200 6413.6145 1
006 03  405.510 6416.3071 1
006 03  428.750 6418.3703 1
006 03  470.990 6422.1075 1
006 03  480.010 6422.8969 1
006 03  501.640 6424.8127 1
006 03  547.090 6428.7733 1
006 03  579.050 6431.5550 1
006 03  650.350 6437.7613 1
006 03  664.360 6438.9160 0
006 03  698.660 6441.8994 1
006 03  721.510 6443.8598 1
006 03  755.540 6446.7712 1
006 03  793.560 6450.0060 1
006 03  804.650 6450.9557 1
006 03  817.870 6452.0591 1
006 03  879.740 6457.2824 1
006 03  924.820 6461.0596 1
006 03 1047.470 6471.2131 1
006 03 1193.470 6483.0825 1
006 03 1222.190 6485.3759 1
006 03 1248.330 6487.4811 1
006 03 1265.760 6488.8832 1
006 03 1289.160 6490.7372 1
006 03 1320.290 6493.1975 1
006 03 1346.590 6495.2573 0
006 03 1355.820 6496.0292 0
006 03 1374.820 6497.4919 1
006 03 1415.060 6500.6575 0
006 03 1432.390 6501.9919 1
006 03 1451.960 6503.5111 1
006 03 1496.960 6506.9868 1
006 03 1523.890 6509.0503 1
006 03 1567.260 6512.3639 1
006 03 1695.720 6522.0432 1
006 03 1821.770 6531.3418 1
006 03 1908.150 6537.6139 1
006 03 1915.100 6538.1120 1
007 03   51.970 6384.7169 1
007 03   81.170 6387.3957 1
007 03  210.850 6399.2065 1
007 03  227.370 6400.6961 1
007 03  253.000 6403.0128 1
007 03  291.060 6406.4462 1
007 03  352.060 6411.8991 1
007 03  371.330 6413.6145 1
007 03  401.590 6416.3071 1
007 03  424.790 6418.3703 1
007 03  467.160 6422.1075 1
007 03  475.950 6422.8969 1
007 03  497.660 6424.8127 0
007 03  542.960 6428.7733 1
007 03  575.060 6431.5550 1
007 03  646.240 6437.7613 0
007 03  660.320 6438.9160 0
007 03  694.640 6441.8994 1
007 03  717.380 6443.8598 1
007 03  751.460 6446.7712 1
007 03  789.490 6450.0060 1
007 03  800.600 6450.9557 1
007 03  851.590 6455.2647 1
007 03  875.590 6457.2824 1
007 03  913.700 6460.4750 1
007 03  920.760 6461.0596 1
007 03 1043.190 6471.2131 1
007 03 1189.090 6483.0825 1
007 03 1217.570 6485.3759 1
007 03 1243.930 6487.4811 1
007 03 1261.310 6488.8832 0
007 03 1284.730 6490.7372 1
007 03 1315.720 6493.1975 1
007 03 1342.210 6495.2573 0
007 03 1351.360 6496.0292 0
007 03 1370.350 6497.4919 1
007 03 1427.850 6501.9919 1
007 03 1447.420 6503.5111 1
007 03 1492.410 6506.9868 1
007 03 1519.300 6509.0503 1
007 03 1562.620 6512.3639 1
007 03 1690.960 6522.0432 1
007 03 1816.930 6531.3418 1
007 03 1910.110 6538.1120 1
008 03   48.940 6384.7169 1
008 03   78.130 6387.3957 1
008 03  207.760 6399.2065 1
008 03  224.290 6400.6961 1
008 03  249.790 6403.0128 1
008 03  287.910 6406.4462 1
008 03  348.890 6411.8991 1
008 03  368.190 6413.6145 1
008 03  398.450 6416.3071 1
008 03  421.650 6418.3703 1
008 03  463.960 6422.1075 1
008 03  472.880 6422.8969 1
008 03  494.550 6424.8127 0
008 03  539.860 6428.7733 1
008 03  571.780 6431.5550 1
008 03  643.070 6437.7613 0
008 03  657.020 6438.9160 0
008 03  691.340 6441.8994 1
008 03  714.120 6443.8598 1
008 03  748.130 6446.7712 1
008 03  786.160 6450.0060 1
008 03  797.250 6450.9557 1
008 03  872.250 6457.2824 1
008 03  910.370 6460.4750 1
008 03  917.240 6461.0596 1
008 03 1039.670 6471.2131 1
008 03 1185.560 6483.0825 1
008 03 1214.070 6485.3759 1
008 03 1240.360 6487.4811 1
008 03 1257.750 6488.8832 1
008 03 1281.150 6490.7372 1
008 03 1312.180 6493.1975 1
008 03 1338.620 6495.2573 0
008 03 1347.750 6496.0292 0
008 03 1366.600 6497.4919 1
008 03 1406.970 6500.6575 1
008 03 1424.190 6501.9919 1
008 03 1443.760 6503.5111 1
008 03 1488.690 6506.9868 1
008 03 1515.570 6509.0503 1
008 03 1558.840 6512.3639 1
008 03 1687.160 6522.0432 1
008 03 1813.010 6531.3418 1
008 03 1899.340 6537.6139 1
008 03 1906.230 6538.1120 1
009 03   46.030 6384.7169 1
009 03   75.250 6387.3957 1
009 03  204.780 6399.2065 1
009 03  221.320 6400.6961 1
009 03  246.790 6403.0128 1
009 03  284.810 6406.4462 0
009 03  345.860 6411.8991 1
009 03  365.110 6413.6145 1
009 03  395.390 6416.3071 1
009 03  418.650 6418.3703 1
009 03  460.890 6422.1075 1
009 03  469.910 6422.8969 1
009 03  491.420 6424.8127 0
009 03  536.640 6428.7733 1
009 03  568.640 6431.5550 1
009 03  639.810 6437.7613 0
009 03  653.900 6438.9160 0
009 03  688.090 6441.8994 1
009 03  710.950 6443.8598 1
009 03  744.970 6446.7712 1
009 03  782.920 6450.0060 1
009 03  794.090 6450.9557 1
009 03  807.070 6452.0591 1
009 03  868.970 6457.2824 1
009 03  906.940 6460.4750 1
009 03  914.080 6461.0596 1
009 03 1036.390 6471.2131 1
009 03 1182.200 6483.0825 1
009 03 1210.660 6485.3759 1
009 03 1236.940 6487.4811 1
009 03 1254.440 6488.8832 1
009 03 1277.730 6490.7372 1
009 03 1308.750 6493.1975 1
009 03 1334.970 6495.2573 1
009 03 1344.210 6496.0292 0
009 03 1363.150 6497.4919 1
009 03 1420.830 6501.9919 1
009 03 1440.310 6503.5111 1
009 03 1485.240 6506.9868 1
009 03 1512.030 6509.0503 1
009 03 1555.360 6512.3639 1
009 03 1683.620 6522.0432 1
009 03 1809.390 6531.3418 1
009 03 1902.530 6538.1120 0
009 03 2009.570 6545.7186 1
010 03   43.840 6384.7169 1
010 03   73.060 6387.3957 1
010 03  202.590 6399.2065 1
010 03  219.110 6400.6961 1
010 03  244.600 6403.0128 1
010 03  282.690 6406.4462 1
010 03  343.660 6411.8991 1
010 03  362.900 6413.6145 1
010 03  393.190 6416.3071 1
010 03  416.470 6418.3703 1
010 03  458.620 6422.1075 1
010 03  467.590 6422.8969 1
010 03  489.280 6424.8127 1
010 03  566.460 6431.5550 0
010 03  637.590 6437.7613 0
010 03  651.700 6438.9160 0
010 03  685.870 6441.8994 1
010 03  708.660 6443.8598 1
010 03  742.640 6446.7712 1
010 03  780.630 6450.0060 1
010 03  791.780 6450.9557 1
010 03  842.710 6455.2647 1
010 03  866.680 6457.2824 1
010 03  904.710 6460.4750 1
010 03  911.790 6461.0596 1
010 03 1033.970 6471.2131 0
010 03 1179.800 6483.0825 1
010 03 1208.350 6485.3759 1
010 03 1234.610 6487.4811 1
010 03 1252.070 6488.8832 1
010 03 1275.390 6490.7372 1
010 03 1306.420 6493.1975 1
010 03 1332.730 6495.2573 0
010 03 1341.720 6496.0292 0
010 03 1360.790 6497.4919 1
010 03 1418.390 6501.9919 1
010 03 1437.920 6503.5111 1
010 03 1482.760 6506.9868 1
010 03 1509.620 6509.0503 1
010 03 1552.900 6512.3639 1
010 03 1681.100 6522.0432 1
010 03 1806.870 6531.3418 1
010 03 1899.940 6538.1120 1
011 03   43.120 6384.7169 1
011 03   72.340 6387.3957 1
011 03  201.790 6399.2065 1
011 03  218.350 6400.6961 1
011 03  243.770 6403.0128 1
011 03  281.890 6406.4462 1
011 03  342.840 6411.8991 1
011 03  362.170 6413.6145 1
011 03  383.560 6415.5374 1
011 03  392.380 6416.3071 1
011 03  415.660 6418.3703 1
011 03  457.820 6422.1075 1
011 03  466.940 6422.8969 1
011 03  488.540 6424.8127 1
011 03  533.590 6428.7733 1
011 03  565.660 6431.5550 1
011 03  636.730 6437.7613 0
011 03  643.840 6438.3095 0
011 03  650.820 6438.9160 0
011 03  685.100 6441.8994 1
011 03  707.880 6443.8598 1
011 03  728.460 6445.6407 0
011 03  741.830 6446.7712 1
011 03  779.850 6450.0060 1
011 03  791.010 6450.9557 1
011 03  804.180 6452.0591 1
011 03  842.010 6455.2647 1
011 03  865.910 6457.2824 1
011 03  904.010 6460.4750 1
011 03  911.060 6461.0596 1
011 03 1033.320 6471.2131 1
011 03 1179.060 6483.0825 1
011 03 1207.550 6485.3759 1
011 03 1233.900 6487.4811 1
011 03 1251.280 6488.8832 1
011 03 1274.580 6490.7372 1
011 03 1305.610 6493.1975 1
011 03 1331.740 6495.2573 1
011 03 1341.200 6496.0292 0
011 03 1417.660 6501.9919 1
011 03 1437.140 6503.5111 1
011 03 1482.080 6506.9868 1
011 03 1499.190 6508.3605 0
011 03 1508.860 6509.0503 1
011 03 1552.080 6512.3639 1
011 03 1680.390 6522.0432 1
