iobj iorder itetris Ycen L X Y
6 0 1.0 465.488621778867 5168.922 1221.711717637847 441.17645298057954
6 0 1.0 465.488621778867 5173.672 1296.4057399548471 442.41896785009703
6 0 1.0 465.488621778867 5174.799 1313.8335785267723 442.6301446593555
6 0 1.0 465.488621778867 5175.325 1322.352941970648 442.728042851338
6 0 1.0 465.488621778867 5175.912 1331.6227150121804 442.9367197727955
6 0 1.0 465.488621778867 5176.961 1348.3797764177828 443.04864912419185
6 0 1.0 465.488621778867 5177.623 1358.5458670385558 443.17639418882493
6 0 1.0 465.488621778867 5178.48 1372.094503582599 443.30702569583906
6 0 1.0 465.488621778867 5182.527 1437.3416552111637 444.0151899313149
6 0 1.0 465.488621778867 5183.99 1461.0603996616974 444.19361726698094
6 0 1.0 465.488621778867 5184.453 1468.892582590717 444.3922302773346
6 0 1.0 465.488621778867 5186.413 1500.2952090555343 444.56782564595153
6 0 1.0 465.488621778867 5187.337 1515.4760931037445 444.70318693391505
6 0 1.0 465.488621778867 5187.746 1522.1265743700214 444.77353576915766
6 0 1.0 465.488621778867 5190.872 1573.3576381758648 445.0767949361142
6 0 1.0 465.488621778867 5193.826 1622.5713066791907 445.2537692554991
6 0 1.0 465.488621778867 5194.458 1632.6919983613504 445.3443643623909
6 0 1.0 465.488621778867 5195.814 1655.262780090234 445.383801779369
6 0 1.0 465.488621778867 5198.8 1705.3614079662475 445.499772742906
6 0 1.0 465.488621778867 5199.164 1711.5752118032783 445.490541401217
6 0 1.0 465.488621778867 5205.152 1813.1407184162083 445.33106770201283
6 0 1.0 465.488621778867 5209.725 1891.8963021505815 445.00654733927684
6 0 1.0 465.488621778867 5211.23 1918.1468417631288 444.8604871014547
6 0 1.0 465.488621778867 5213.349 1955.4794493271374 444.57689884804347
6 0 1.0 465.488621778867 5216.597 2013.0183160258325 444.09015871706987
7 0 1.0 515.4691811182295 5140.774 792.1605932643782 480.751911981703
7 0 1.0 515.4691811182295 5141.783 807.2876663813887 481.2172565944781
7 0 1.0 515.4691811182295 5143.267 829.5587584772742 481.8791236855784
7 0 1.0 515.4691811182295 5143.917 838.8206517735764 482.1229384887695
7 0 1.0 515.4691811182295 5145.308 859.4475831331421 482.7612809374149
7 0 1.0 515.4691811182295 5146.056 870.6760483716893 483.30826944090256
7 0 1.0 515.4691811182295 5148.212 902.7974603535589 484.0410285972293
7 0 1.0 515.4691811182295 5149.207 917.763174153078 484.67336819485945
7 0 1.0 515.4691811182295 5151.612 953.815498208307 485.3303585393964
7 0 1.0 515.4691811182295 5154.243 993.59571720274 486.3680788485215
7 0 1.0 515.4691811182295 5158.604 1059.816856605954 487.9440662518277
7 0 1.0 515.4691811182295 5159.62 1074.8705806436928 488.4718716461806
7 0 1.0 515.4691811182295 5161.54 1104.7796769767613 488.9407858084306
7 0 1.0 515.4691811182295 5162.285 1116.2102116053547 489.1918601844957
7 0 1.0 515.4691811182295 5163.458 1134.2808755184767 489.52300290944163
7 0 1.0 515.4691811182295 5164.401 1148.4387407954655 490.15602949301615
7 0 1.0 515.4691811182295 5165.773 1169.7697065065233 490.46288140427
7 0 1.0 515.4691811182295 5168.922 1219.0918914396605 491.1936657018294
7 0 1.0 515.4691811182295 5173.672 1293.7236116889155 492.3203435697773
7 0 1.0 515.4691811182295 5174.799 1310.9649635811336 492.6267641605324
7 0 1.0 515.4691811182295 5175.325 1319.7058141890468 492.67582201215265
7 0 1.0 515.4691811182295 5175.912 1328.988945818419 492.86364139824383
7 0 1.0 515.4691811182295 5176.961 1345.6729601408429 493.0251169870445
7 0 1.0 515.4691811182295 5177.623 1355.82380694295 493.14876842305574
7 0 1.0 515.4691811182295 5178.48 1369.3338110127627 493.95021706949893
7 0 1.0 515.4691811182295 5182.527 1434.172246536689 494.06960062711505
7 0 1.0 515.4691811182295 5183.99 1458.3415379940297 494.2222848132036
7 0 1.0 515.4691811182295 5184.453 1466.187507196884 494.27925187997533
7 0 1.0 515.4691811182295 5186.413 1497.483926992734 494.5592759365184
7 0 1.0 515.4691811182295 5187.337 1512.7219854002824 494.71568231192794
7 0 1.0 515.4691811182295 5187.746 1519.296784526744 494.75749488155805
7 0 1.0 515.4691811182295 5190.872 1570.542447057154 495.07375527416514
7 0 1.0 515.4691811182295 5193.826 1619.5705169664272 495.3174275412299
7 0 1.0 515.4691811182295 5194.458 1629.8273527089734 495.3519482881753
7 0 1.0 515.4691811182295 5195.814 1652.3902346066116 495.4090198387998
7 0 1.0 515.4691811182295 5198.8 1702.4465119252675 495.53727395427063
7 0 1.0 515.4691811182295 5199.164 1708.667293308036 495.5207104699174
7 0 1.0 515.4691811182295 5205.152 1810.192411070417 495.38734392742765
7 0 1.0 515.4691811182295 5206.496 1834.1112624400355 495.326959475946
7 0 1.0 515.4691811182295 5209.725 1888.9096971106546 495.1116275837272
7 0 1.0 515.4691811182295 5211.23 1915.1044486478902 494.9652736222779
7 0 1.0 515.4691811182295 5213.349 1952.3625406704473 494.72973211720705
7 0 1.0 515.4691811182295 5216.597 2009.9582277410075 494.20872328944216
8 0 2.0 626.149358882983 5140.774 786.1871644306835 591.4212578990401
8 0 2.0 626.149358882983 5141.265 793.5068539986356 591.571032792132
8 0 2.0 626.149358882983 5141.783 801.2792085331262 591.8988096424274
8 0 2.0 626.149358882983 5143.917 832.795109107142 592.8542899182645
8 0 2.0 626.149358882983 5145.308 853.3242433498082 593.4791528738838
8 0 2.0 626.149358882983 5146.056 864.6769857413888 593.7386523503561
8 0 2.0 626.149358882983 5148.212 896.7291832795172 594.6556184039214
8 0 2.0 626.149358882983 5149.207 911.5879187337947 595.0727384618939
8 0 2.0 626.149358882983 5151.612 947.6686159446361 596.0286807651007
8 0 2.0 626.149358882983 5154.243 987.3918937494026 597.0596641698137
8 0 2.0 626.149358882983 5158.604 1053.5525598705913 598.5908553379771
8 0 2.0 626.149358882983 5161.54 1098.4495421219988 599.5687375130597
8 0 2.0 626.149358882983 5162.285 1109.9336900613328 599.8080382854462
8 0 2.0 626.149358882983 5163.458 1127.9127705955223 600.196175666825
8 0 2.0 626.149358882983 5164.401 1141.6235911438152 600.3052867054196
8 0 2.0 626.149358882983 5165.773 1163.3742888596742 600.7825688177464
8 0 2.0 626.149358882983 5168.587 1207.1578497886069 601.384273649179
8 0 2.0 626.149358882983 5168.922 1212.6803914295563 601.7564229565454
8 0 2.0 626.149358882983 5170.223 1233.050596652337 601.9245121822894
8 0 2.0 626.149358882983 5173.672 1287.2188626728757 602.9442733171626
8 0 2.0 626.149358882983 5174.799 1304.567309130008 603.2186670934599
8 0 2.0 626.149358882983 5175.325 1313.106858762488 603.3033887861426
8 0 2.0 626.149358882983 5175.912 1322.464604578619 603.4316634807484
8 0 2.0 626.149358882983 5176.961 1339.0736053124754 603.6302603812594
8 0 2.0 626.149358882983 5177.623 1349.203309239954 603.7826754555126
8 0 2.0 626.149358882983 5178.48 1362.649074962948 603.7993250262186
8 0 2.0 626.149358882983 5182.527 1427.8735913426294 604.6197676376995
8 0 2.0 626.149358882983 5183.99 1451.5184171064202 604.8313266303888
8 0 2.0 626.149358882983 5184.453 1459.5058485492857 604.9255034667211
